ts_code,name,call_put,trade_date,exercise_price,days_to_maturity,underlying_close,market_price,rf_rate_decimal,bsm_lower_bound,bsm_upper_bound,moneyness
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-09-28,0.85,90,2.583,0.0798,0.02302,1.7378110725893297,2.583,3.038823529411765
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-10-12,0.85,76,2.591,0.0844,0.022884333,1.7450405792188062,2.591,3.048235294117647
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-10-17,0.85,71,2.553,0.0692,0.022829167,1.7067662620743675,2.553,3.003529411764706
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-10-20,0.85,68,2.46,0.0566,0.023015,1.6136367648259855,2.46,2.8941176470588235
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-10-27,0.85,61,2.494,0.0515,0.023361667,1.6473121667870119,2.494,2.934117647058824
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-01,0.85,56,2.497,0.0547,0.023326,1.650036529246012,2.497,2.9376470588235293
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-06,0.85,51,2.533,0.0704,0.0231515,1.6857451944911985,2.533,2.98
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-10,0.85,47,2.49,0.0688,0.022962,1.6425095262322211,2.49,2.9294117647058826
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-16,0.85,41,2.478,0.0655,0.022708,1.630165384533286,2.478,2.915294117647059
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-21,0.85,36,2.492,0.0616,0.02245,1.6438800273987964,2.492,2.931764705882353
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-11-24,0.85,33,2.467,0.043,0.022473,1.6187252813459578,2.467,2.9023529411764706
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-01,0.85,26,2.385,0.0454,0.022425,1.5363567037852888,2.385,2.8058823529411763
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-06,0.85,21,2.317,0.0277,0.0218475,1.468067761316641,2.317,2.7258823529411766
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-11,0.85,16,2.324,0.0521,0.022325,1.4748314287194813,2.324,2.7341176470588233
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-15,0.85,12,2.281,0.0235,0.019915714,1.43155636655595,2.281,2.683529411764706
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-21,0.85,6,2.299,0.022,0.01786,1.449249514055843,2.299,2.704705882352941
10005637.SH,易方达上证科创板50ETF期权2312认购0.85,C,2023-12-26,0.85,1,2.299,0.0021,0.01494,1.4490347910687915,2.299,2.704705882352941
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-06-19,2.85,37,2.593,0.2485,0.0203185,0.2511359429733351,2.844135942973335,0.9098245614035088
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-06-20,2.85,36,2.581,0.2604,0.02054,0.26323213483597874,2.8442321348359787,0.9056140350877192
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-06-21,2.85,35,2.554,0.2852,0.020671667,0.29035628364160315,2.844356283641603,0.8961403508771929
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-06-28,2.85,28,2.55,0.2914,0.0212175,0.295364988165979,2.845364988165979,0.894736842105263
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-06-29,2.85,27,2.535,0.3068,0.021214375,0.3105310522153699,2.84553105221537,0.8894736842105263
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-03,2.85,23,2.58,0.264,0.020144375,0.26638458614752336,2.8463845861475234,0.9052631578947369
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-04,2.85,22,2.584,0.262,0.019255,0.2626942789142128,2.846694278914213,0.9066666666666666
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-06,2.85,20,2.55,0.2952,0.0190725,0.2970231105921233,2.847023110592123,0.894736842105263
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-07,2.85,19,2.539,0.305,0.0185575,0.30824820981752454,2.8472482098175247,0.8908771929824562
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-13,2.85,13,2.609,0.2372,0.017931429,0.23918041824159308,2.848180418241593,0.915438596491228
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-14,2.85,12,2.609,0.2376,0.018631429,0.23925479518376713,2.848254795183767,0.915438596491228
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-18,2.85,8,2.581,0.266,0.019044286,0.26781063257018367,2.8488106325701836,0.9056140350877192
10005640.SH,华夏上证50ETF期权2307认沽2.85,P,2023-07-19,2.85,7,2.59,0.2582,0.01872,0.25897699460636714,2.848976994606367,0.9087719298245613
10005643.SH,华夏上证50ETF期权2308认购2.35,C,2023-07-27,2.35,27,2.653,0.3045,0.020496875,0.30656038707636313,2.653,1.1289361702127658
10005643.SH,华夏上证50ETF期权2308认购2.35,C,2023-08-22,2.35,1,2.567,0.2148,0.01818,0.2171170464001082,2.567,1.092340425531915
10005644.SH,华夏上证50ETF期权2308认购2.40,C,2023-07-28,2.4,26,2.727,0.3301,0.02054,0.33050892826710765,2.727,1.13625
10005644.SH,华夏上证50ETF期权2308认购2.40,C,2023-08-07,2.4,16,2.714,0.3154,0.01738625,0.31582843192082244,2.714,1.1308333333333334
10005645.SH,华夏上证50ETF期权2308认购2.45,C,2023-08-22,2.45,1,2.567,0.1158,0.01818,0.11712202709798492,2.567,1.0477551020408162
10005646.SH,华夏上证50ETF期权2308认购2.50,C,2023-08-22,2.5,1,2.567,0.0669,0.01818,0.06712451744692327,2.567,1.0268000000000002
10005660.SH,华夏上证50ETF期权2308认沽2.75,P,2023-06-29,2.75,55,2.535,0.2029,0.0212675,0.2062012038479324,2.7412012038479325,0.9218181818181819
10005660.SH,华夏上证50ETF期权2308认沽2.75,P,2023-07-24,2.75,30,2.573,0.1708,0.020673,0.1723313031494187,2.7453313031494186,0.9356363636363636
10005660.SH,华夏上证50ETF期权2308认沽2.75,P,2023-08-17,2.75,6,2.61,0.1383,0.018636667,0.13915764956909094,2.749157649569091,0.9490909090909091
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-06-29,0.85,55,2.535,0.2074,0.0212675,1.6877196279015483,2.535,2.9823529411764707
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-03,0.85,51,2.58,0.212,0.0212145,1.7325158545244466,2.58,3.035294117647059
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-04,0.85,50,2.584,0.2166,0.021173333,1.7364618161677297,2.584,3.04
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-06,0.85,48,2.55,0.2007,0.021043,1.7023489522104875,2.55,3.0
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-07,0.85,47,2.539,0.192,0.020993,1.6912946241655509,2.539,2.987058823529412
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-13,0.85,41,2.609,0.1901,0.020833167,1.7609868137280706,2.609,3.0694117647058823
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-14,0.85,40,2.609,0.1901,0.020735,1.7609292866351418,2.609,3.0694117647058823
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-18,0.85,36,2.581,0.1798,0.02073,1.7327361368688554,2.581,3.0364705882352943
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-19,0.85,35,2.59,0.1714,0.020706667,1.7416860607365565,2.59,3.0470588235294116
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-21,0.85,33,2.586,0.1538,0.020696,1.737588986348952,2.586,3.0423529411764707
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-24,0.85,30,2.573,0.1458,0.020673,1.7244430517538158,2.573,3.0270588235294116
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-27,0.85,27,2.653,0.1469,0.020496875,1.8042877995808122,2.653,3.121176470588235
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-07-28,0.85,26,2.727,0.1593,0.02054,1.8782427454279338,2.727,3.208235294117647
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-03,0.85,20,2.723,0.167,0.0184875,1.8738606256574477,2.723,3.203529411764706
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-07,0.85,16,2.714,0.1651,0.01738625,1.8646475696386244,2.714,3.192941176470588
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-08,0.85,15,2.709,0.1625,0.017420625,1.8596083109057409,2.709,3.1870588235294117
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-10,0.85,13,2.706,0.1558,0.017717143,1.8565361991073974,2.706,3.183529411764706
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-11,0.85,12,2.642,0.1387,0.01772,1.79249504482664,2.642,3.108235294117647
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-17,0.85,6,2.61,0.104,0.018636667,1.7602603628604627,2.61,3.0705882352941174
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-18,0.85,5,2.58,0.0964,0.01906,1.7302219025366687,2.58,3.035294117647059
10005697.SH,华夏上证科创板50ETF期权2308认购0.85,C,2023-08-22,0.85,1,2.567,0.0965,0.01818,1.717042335931954,2.567,3.0200000000000005
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-06-29,0.9,55,2.535,0.1574,0.0212675,1.6378796060134042,2.535,2.816666666666667
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-03,0.9,51,2.58,0.1629,0.0212145,1.682663845967061,2.58,2.8666666666666667
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-04,0.9,50,2.584,0.1721,0.021173333,1.6866066288834785,2.584,2.871111111111111
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-06,0.9,48,2.55,0.1521,0.021043,1.652487125869928,2.55,2.833333333333333
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-07,0.9,47,2.539,0.1414,0.020993,1.641429602057642,2.539,2.821111111111111
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-13,0.9,41,2.609,0.1432,0.020833167,1.7111036851238395,2.609,2.8988888888888886
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-14,0.9,40,2.609,0.1415,0.020735,1.7110427740842677,2.609,2.8988888888888886
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-18,0.9,36,2.581,0.1301,0.02073,1.6828382625670235,2.581,2.8677777777777775
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-19,0.9,35,2.59,0.1228,0.020706667,1.6917852407798835,2.59,2.8777777777777778
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-21,0.9,33,2.586,0.105,0.020696,1.6876824561341843,2.586,2.873333333333333
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-24,0.9,30,2.573,0.0984,0.020673,1.6745279371510993,2.573,2.8588888888888886
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-27,0.9,27,2.653,0.0982,0.020496875,1.7543635524973307,2.653,2.9477777777777776
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-07-28,0.9,26,2.727,0.109,0.02054,1.8283158481001651,2.727,3.03
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-03,0.9,20,2.723,0.1191,0.0184875,1.823911250696121,2.723,3.025555555555555
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-07,0.9,16,2.714,0.1159,0.01738625,1.8146856619703082,2.714,3.0155555555555553
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-08,0.9,15,2.709,0.1126,0.017420625,1.809644093900196,2.709,3.01
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-10,0.9,13,2.706,0.1064,0.017717143,1.806567740231362,2.706,3.0066666666666664
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-11,0.9,12,2.642,0.0839,0.01772,1.7425241651105599,2.642,2.9355555555555553
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-17,0.9,6,2.61,0.0533,0.018636667,1.710275678322843,2.61,2.9
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-18,0.9,5,2.58,0.0489,0.01906,1.6802349556270608,2.58,2.8666666666666667
10005698.SH,华夏上证科创板50ETF期权2308认购0.90,C,2023-08-22,0.9,1,2.567,0.0463,0.01818,1.6670448262808926,2.567,2.852222222222222
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-06-29,0.95,55,2.535,0.1132,0.0212675,1.58803958412526,2.535,2.668421052631579
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-03,0.95,51,2.58,0.1147,0.0212145,1.6328118374096756,2.58,2.7157894736842105
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-04,0.95,50,2.584,0.1217,0.021173333,1.6367514415992273,2.584,2.72
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-06,0.95,48,2.55,0.1048,0.021043,1.6026252995293686,2.55,2.6842105263157894
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-07,0.95,47,2.539,0.0956,0.020993,1.591564579949733,2.539,2.6726315789473687
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-13,0.95,41,2.609,0.0969,0.020833167,1.6612205565196085,2.609,2.7463157894736843
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-14,0.95,40,2.609,0.0934,0.020735,1.661156261533394,2.609,2.7463157894736843
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-18,0.95,36,2.581,0.0813,0.02073,1.6329403882651916,2.581,2.716842105263158
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-19,0.95,35,2.59,0.0765,0.020706667,1.6418844208232102,2.59,2.7263157894736842
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-21,0.95,33,2.586,0.0596,0.020696,1.6377759259194171,2.586,2.7221052631578946
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-24,0.95,30,2.573,0.0524,0.020673,1.6246128225483827,2.573,2.708421052631579
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-27,0.95,27,2.653,0.052,0.020496875,1.704439305413849,2.653,2.792631578947369
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-07-28,0.95,26,2.727,0.0627,0.02054,1.7783889507723967,2.727,2.8705263157894736
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-03,0.95,20,2.723,0.0693,0.0184875,1.7739618757347946,2.723,2.8663157894736844
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-07,0.95,16,2.714,0.0669,0.01738625,1.764723754301992,2.714,2.856842105263158
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-08,0.95,15,2.709,0.0633,0.017420625,1.7596798768946513,2.709,2.8515789473684214
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-10,0.95,13,2.706,0.0574,0.017717143,1.7565992813553266,2.706,2.848421052631579
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-11,0.95,12,2.642,0.0353,0.01772,1.6925532853944798,2.642,2.781052631578947
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-17,0.95,6,2.61,0.013,0.018636667,1.660290993785223,2.61,2.7473684210526317
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-18,0.95,5,2.58,0.0095,0.01906,1.6302480087174533,2.58,2.7157894736842105
10005699.SH,华夏上证科创板50ETF期权2308认购0.95,C,2023-08-22,0.95,1,2.567,0.0046,0.01818,1.6170473166298311,2.567,2.702105263157895
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-06-29,1.0,55,2.535,0.0689,0.0212675,1.5381995622371156,2.535,2.535
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-03,1.0,51,2.58,0.0728,0.0212145,1.5829598288522901,2.58,2.58
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-04,1.0,50,2.584,0.0766,0.021173333,1.586896254314976,2.584,2.584
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-06,1.0,48,2.55,0.0634,0.021043,1.5527634731888091,2.55,2.55
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-07,1.0,47,2.539,0.0556,0.020993,1.5416995578418242,2.539,2.539
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-13,1.0,41,2.609,0.055,0.020833167,1.6113374279153774,2.609,2.609
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-14,1.0,40,2.609,0.0518,0.020735,1.6112697489825198,2.609,2.609
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-18,1.0,36,2.581,0.0414,0.02073,1.5830425139633595,2.581,2.581
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-19,1.0,35,2.59,0.0378,0.020706667,1.5919836008665371,2.59,2.59
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-21,1.0,33,2.586,0.0254,0.020696,1.5878693957046495,2.586,2.586
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-24,1.0,30,2.573,0.0196,0.020673,1.5746977079456659,2.573,2.573
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-27,1.0,27,2.653,0.0181,0.020496875,1.6545150583303672,2.653,2.653
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-07-28,1.0,26,2.727,0.025,0.02054,1.728462053444628,2.727,2.727
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-03,1.0,20,2.723,0.0284,0.0184875,1.724012500773468,2.723,2.723
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-07,1.0,16,2.714,0.0257,0.01738625,1.7147618466336758,2.714,2.714
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-08,1.0,15,2.709,0.0229,0.017420625,1.7097156598891068,2.709,2.709
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-10,1.0,13,2.706,0.0181,0.017717143,1.706630822479291,2.706,2.706
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-11,1.0,12,2.642,0.0062,0.01772,1.6425824056783997,2.642,2.642
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-17,1.0,6,2.61,0.0021,0.018636667,1.610306309247603,2.61,2.61
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-18,1.0,5,2.58,0.0016,0.01906,1.5802610618078454,2.58,2.58
10005700.SH,华夏上证科创板50ETF期权2308认购1.00,C,2023-08-22,1.0,1,2.567,0.0003,0.01818,1.5670498069787695,2.567,2.567
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-06-29,1.05,55,2.535,0.038,0.0212675,1.4883595403489713,2.535,2.414285714285714
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-03,1.05,51,2.58,0.0402,0.0212145,1.5331078202949047,2.58,2.4571428571428573
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-04,1.05,50,2.584,0.0424,0.021173333,1.5370410670307249,2.584,2.460952380952381
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-06,1.05,48,2.55,0.0323,0.021043,1.5029016468482495,2.55,2.4285714285714284
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-07,1.05,47,2.539,0.0283,0.020993,1.4918345357339156,2.539,2.4180952380952383
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-13,1.05,41,2.609,0.0259,0.020833167,1.5614542993111462,2.609,2.4847619047619047
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-14,1.05,40,2.609,0.0231,0.020735,1.5613832364316458,2.609,2.4847619047619047
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-18,1.05,36,2.581,0.016,0.02073,1.5331446396615274,2.581,2.458095238095238
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-19,1.05,35,2.59,0.0143,0.020706667,1.5420827809098638,2.59,2.4666666666666663
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-21,1.05,33,2.586,0.0088,0.020696,1.5379628654898818,2.586,2.4628571428571426
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-24,1.05,30,2.573,0.0059,0.020673,1.524782593342949,2.573,2.4504761904761905
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-27,1.05,27,2.653,0.0046,0.020496875,1.6045908112468856,2.653,2.5266666666666664
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-07-28,1.05,26,2.727,0.0078,0.02054,1.6785351561168593,2.727,2.597142857142857
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-03,1.05,20,2.723,0.0083,0.0184875,1.6740631258121412,2.723,2.5933333333333333
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-07,1.05,16,2.714,0.0066,0.01738625,1.6647999389653596,2.714,2.584761904761905
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-08,1.05,15,2.709,0.0053,0.017420625,1.659751442883562,2.709,2.58
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-10,1.05,13,2.706,0.0034,0.017717143,1.6566623636032556,2.706,2.577142857142857
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-11,1.05,12,2.642,0.001,0.01772,1.5926115259623197,2.642,2.516190476190476
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-17,1.05,6,2.61,0.0008,0.018636667,1.5603216247099834,2.61,2.4857142857142853
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-18,1.05,5,2.58,0.0008,0.01906,1.5302741148982377,2.58,2.4571428571428573
10005701.SH,华夏上证科创板50ETF期权2308认购1.05,C,2023-08-22,1.05,1,2.567,0.0001,0.01818,1.5170522973277079,2.567,2.4447619047619047
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-06-29,1.1,55,2.535,0.0186,0.0212675,1.438519518460827,2.535,2.3045454545454547
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-03,1.1,51,2.58,0.0194,0.0212145,1.483255811737519,2.58,2.3454545454545452
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-04,1.1,50,2.584,0.0201,0.021173333,1.4871858797464736,2.584,2.349090909090909
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-06,1.1,48,2.55,0.0142,0.021043,1.4530398205076898,2.55,2.318181818181818
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-07,1.1,47,2.539,0.0115,0.020993,1.4419695136260067,2.539,2.308181818181818
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-13,1.1,41,2.609,0.0098,0.020833167,1.511571170706915,2.609,2.3718181818181816
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-14,1.1,40,2.609,0.0084,0.020735,1.5114967238807717,2.609,2.3718181818181816
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-18,1.1,36,2.581,0.0052,0.02073,1.4832467653596955,2.581,2.346363636363636
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-19,1.1,35,2.59,0.0042,0.020706667,1.4921819609531908,2.59,2.354545454545454
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-21,1.1,33,2.586,0.0029,0.020696,1.4880563352751144,2.586,2.3509090909090906
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-24,1.1,30,2.573,0.0017,0.020673,1.4748674787402325,2.573,2.339090909090909
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-27,1.1,27,2.653,0.0012,0.020496875,1.5546665641634039,2.653,2.4118181818181816
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-07-28,1.1,26,2.727,0.0023,0.02054,1.6286082587890907,2.727,2.4790909090909086
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-03,1.1,20,2.723,0.0025,0.0184875,1.6241137508508146,2.723,2.475454545454545
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-07,1.1,16,2.714,0.0015,0.01738625,1.6148380312970434,2.714,2.467272727272727
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-08,1.1,15,2.709,0.001,0.017420625,1.6097872258780175,2.709,2.4627272727272724
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-10,1.1,13,2.706,0.0007,0.017717143,1.6066939047272202,2.706,2.46
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-11,1.1,12,2.642,0.0006,0.01772,1.5426406462462396,2.642,2.4018181818181814
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-17,1.1,6,2.61,0.0004,0.018636667,1.5103369401723634,2.61,2.3727272727272726
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-18,1.1,5,2.58,0.0004,0.01906,1.4802871679886298,2.58,2.3454545454545452
10005702.SH,华夏上证科创板50ETF期权2308认购1.10,C,2023-08-22,1.1,1,2.567,0.0001,0.01818,1.4670547876766464,2.567,2.3336363636363635
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-06-29,1.15,55,2.535,0.0084,0.0212675,1.388679496572683,2.535,2.204347826086957
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-03,1.15,51,2.58,0.0087,0.0212145,1.4334038031801337,2.58,2.2434782608695656
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-04,1.15,50,2.584,0.0087,0.021173333,1.4373306924622227,2.584,2.2469565217391305
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-06,1.15,48,2.55,0.0057,0.021043,1.4031779941671305,2.55,2.217391304347826
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-07,1.15,47,2.539,0.0046,0.020993,1.392104491518098,2.539,2.207826086956522
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-13,1.15,41,2.609,0.0035,0.020833167,1.461688042102684,2.609,2.2686956521739132
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-14,1.15,40,2.609,0.0029,0.020735,1.4616102113298979,2.609,2.2686956521739132
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-18,1.15,36,2.581,0.0015,0.02073,1.4333488910578636,2.581,2.2443478260869565
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-19,1.15,35,2.59,0.0013,0.020706667,1.4422811409965177,2.59,2.252173913043478
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-21,1.15,33,2.586,0.001,0.020696,1.438149805060347,2.586,2.248695652173913
10005703.SH,华夏上证科创板50ETF期权2308认购1.15,C,2023-07-24,1.15,30,2.573,0.0006,0.020673,1.424952364137516,2.573,2.237391304347826
